60,"Légumes","Carotte, crue","36.4","89.6","0.77","6.45","0.26","5.51","0.8","2.7","0.054","0.01","0.18","0.01","0.12","0.0088",0,0,"0.033","0.098","32.6","0.041","0.31","11.3","32.7",301,39,"0.22",0,8290,0,"0.61","15.5",0,"5.84","0.054","0.047","0.99","0.28","0.13","32.3",0
61,"Légumes","Champignon, tout type, cru","21.6","91.6","2.34","1.88","0.23","1.43",0,"1.72","0.055","0.003","0.12","0.003","0.023","0.099",0,0,0,"0.012","7.78","0.32","0.69","10.9","85.6",341,"4.76","0.65",0,0,"0.2","0.01",0,0,"3.4","0.084","0.42","4.55","1.75","0.082",29,0
62,"Légumes","Salade ou chicorée frisée, crue","21.8","93.9","1.48","2.4","0.25","0.7",0,2,"0.061","0.005","0.11","0.004","0.075","0.013",0,0,0,"0.077",76,"0.2","0.85","22.5","37.5",367,"33.5","0.61",0,3430,0,"2.26",298,0,"18.5","0.07","0.088","0.45","1.03","0.063",126,0
63,"Légumes","Tomate, crue","18.4","94.1","0.86","2.26","0.26","2.25",0,"1.2","0.056","0.035","0.12","0.035","0.093","0.0086",0,0,"0.037","0.0081","8.14","0.029","0.12","10.1","26.6",256,"3.22","0.087",0,449,0,"0.66","7.9",0,"15.5","0.039","0.019","0.65","0.21","0.082","22.7",0
64,"Légumes","Artichaut, cru","45.7","84.9","3.1","5.02","0.18","0.99","0.6","5.4","0.036","0.005","0.064",0,0,0,0,0,0,"0.15",52,"0.23","1.19","47.8","81.2",387,"60.5","0.49",0,8,0,"0.27","14.8",0,"11.7","0.081","0.063","1.05","0.32","0.11",68,0
65,"Légumes","Asperge, pelée, crue","23.5","93.3","2.04","2.4","0.21","1.88",0,"1.95","0.051","0.005","0.098","0.004","0.09","0.0081",0,0,0,"0.011",22,"0.12","1.32","11.5",52,202,"4.2","0.49",0,449,0,"0.72","40.3",0,"8.8","0.13","0.12","0.99","0.17","0.076",101,0
66,"Légumes","Betterave rouge, cuite","47.2","88.3","1.84","8.56","0.18","7.96","0.6",2,"0.028","0.035","0.064",0,0,0,0,0,"0.2","0.13","19.1","0.053","0.79","16.8",38,305,77,"0.27",0,21,0,"0.04","0.2",0,"3.6","0.027","0.04","0.33","0.15","0.067",80,0
67,"Légumes","Chou0fleur, cuit","20.9","93.7","1.6","1.6","0.46","1.59","0.5",2,"0.097","0.032","0.22","0.032","0.045","0.15",0,0,"0.038","0.017","19.6","0.05","0.3","12.5",34,229,39,"0.21",0,50,0,"0.07","13.8",0,"9.7","0.05","0.05","0.21","0.23","0.05","78.8",0
68,"Légumes","Courgette, pulpe et peau, cuite","15.5","93.8","0.93","1.4","0.36","1.39","0.5","1.5","0.1","0.029","0.15","0.0046","0.041","0.11",0,0,"0.35","0.098","20.3","0.083","0.31","21.8",65,230,39,"0.21",0,173,0,"0.12","4.2",0,"2.9","0.05","0.05","0.05","0.05","0.05","32.8",0
69,"Légumes","Épinard, cuit","21.5","92.8","3.2","0.5","0.14","0.47","0.5","2.7","0.043","0.0036","0.065",0,0,0,0,0,0,"0.069",141,"0.097","2.02",53,40,390,"27.6","0.61",0,1610,0,"2.4",440,0,"2.1","0.05","0.1","0.24","0.05","0.06",125,0
70,"Légumes","Haricot vert, cuit","29.4","89.3",2,3,"0.17","1.17","1.77",4,"0.042","0.0072","0.087","0.0072","0.04","0.047",0,0,"0.11","0.4","56.3","0.082","0.57","22.4",36,175,"5.8","0.19",0,137,0,"0.45",16,0,5,"0.05","0.08","0.34","0.05","0.05",33,0
71,"Légumes","Navet, cuit",25,"93.4","0.9","3.8","0.2","2.9","0.5","2.2","0.008","0.005","0.042",0,0,0,0,0,0,"0.073","37.7","0.045","0.12","8.68",26,235,29,"0.1",0,50,0,"0.02","0.1",0,"5.6","0.05","0.05","0.05","0.21","0.06",9,0
72,"Légumes","Poireau, cuit","24.6",92,"1.1",3,"0.2","2.11","0.5","3.2","0.027","0.003","0.11",0,0,0,0,0,"0.27","0.015","25.3","0.12","0.31","8.44",20,148,"5.8","0.099",0,94,0,"0.5","25.4",0,"1.3","0.05","0.05","0.05","0.05","0.06","21.2",0
73,"Matière grasse","Beurre à 82% MG, doux",746,"15.8","0.72","1.27",82,"0.5",0,0,"55.4","21.6","2.73","18.1","1.19","0.37","0.031",0,223,"0.039","17.8","0.026","0.026","2.05",24,28,"15.5","0.083",716,243,"1.12","2.11","9.63",15,0,"0.006","0.035","0.071","0.11","0.0035",3,"0.17"
74,"Matière grasse","Matière grasse végétale ou margarine, 80% MG, doux",727,"16.3","0.26","1.18","80.1","0.4",0,0,"23.9","29.1","23.6","23.1","15.1","1.89",0,0,2,"0.43","11.1","0.0063","0.098","4.19","10.8","32.5",174,"0.04",780,20,0,"8.5",75,0,0,"0.01","0.025","0.013","0.084","0.003","1.5","0.1"
75,"Matière grasse","Huile de colza",900,0,0,0,100,0,0,0,"7.26","59.7","26.9","55.2","19.3","7.6",0,0,"2.3",0,"2.57","0.0052","0.023","0.58",0,"0.81","1.11","0.026",0,0,0,"27.7",105,0,0,0,0,0,0,0,0,0
76,"Matière grasse","Huile d\'olive vierge extra",900,0,0,0,100,0,0,0,"11.9","75.2","7.39",71,"6.75","0.64",0,0,"0.15","0.0084","2.57","0.0049","0.044","0.58",0,"0.81","1.11","0.018",0,0,0,"21.7",52,0,0,0,0,0,0,0,0,0
77,"Matière grasse","Huile de tournesol",900,0,0,0,100,0,0,0,"10.9","30.8","54.5","29.4","54.4","0.075",0,0,"0.1",0,"2.57","0.0042","0.019","0.58",0,"0.81","1.11",0,0,0,0,"58.3","6.9",0,0,0,0,0,0,0,0,0
78,"Matière grasse","Huile combinée mélange d\'huiles",897,0,0,0,"99.7",0,0,0,"10.3","40.2","44.4","38.4","42.8","1.24",0,"0.3","0.75","0.011","2.57","0.0028","0.013","0.58",0,"0.81","2.42","0.03",0,0,5,"63.9",0,0,0,0,0,0,0,0,0,0
79,"Plat préparé","Cake salé garniture : fromage, légumes, viande, poisson, volaille, etc,",341,0,"13.3","24.6","19.9","3.76","20.8","4.95","7.09","9.87",0,"9.87","0.96","0.046",0,0,"76.3","1.74",170,"0.1","1.3","16.1",0,165,697,"1.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,"Plat préparé","Croissant au jambon",234,54,"7.9",14,"14.6","2.6",0,"7.6","8.5","4.13","0.96","3.36","0.67","0.14",0,"0.01",0,"1.1",219,0,0,"18.9",0,216,500,"1.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"Plat préparé","Feuilleté ou Friand jambon fromage",299,"43.4","8.46","27.8","16.7","3.65","24.1","1.9","10.8","4.79","0.77","3.26","0.55","0.095","0.0087","0.00067","23.6","1.29",115,"0.075","0.43","14.6",114,126,512,"0.77",131,"73.7","1.05","2.1",0,0,"0.95","0.099","0.1","0.78","0.29","0.078","7.29","0.29"
82,"Plat préparé","Croissant au jambon fromage",258,0,"8.92",22,"14.5","2.77",0,2,"8.77",0,0,0,0,0,0,0,0,"1.28",117,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,"Produits laitiers","Lait entier, UHT","65.1","87.5","3.32","4.85","3.63","4.2",0,0,"2.4","0.92","0.11","0.73","0.062","0.014","0.0034","0.0034","12.5","0.11",120,"0.01","0.01","9.8",97,160,"44.2","0.37","31.4","24.3","0.1","0.089","0.8","0.9","0.5","0.041","0.17","0.1","0.43","0.02","2.5","0.24"
84,"Produits laitiers","Lait demi0écrémé, UHT","45.7","89.7","3.29","4.78","1.52","4.77",0,0,"0.9","0.35","0.046","0.29","0.024","0.0098",0,0,"5.05","0.11",117,"0.0087","0.045","12.1","89.1",167,"42.6","0.39","19.2","9.45","0.5","0.13","0.2",0,"1.5","0.06","0.18","0.093","0.41","0.037","9.49","0.38"
85,"Produits laitiers","Lait écrémé, UHT","33.8","90.9","3.31","4.96","0.12","4.73",0,0,"0.1",0,0,0,0,0,0,0,2,"0.11",105,"0.007","0.028","12.3","92.1",166,"44.9","0.37",1,0,0,0,0,0,"0.89","0.049","0.19","0.09","0.42","0.041","5.11","0.39"
86,"Produits laitiers","Lait en poudre, entier",495,"3.05","27.2","37.3","26.6","37.3",0,0,"17.3","7.22","0.76","5.95","0.56","0.2",0,0,106,"0.81",947,"0.058","0.62","90.5",708,1190,322,"3.91",234,170,"1.2","0.68",0,0,10,"0.33","1.54","0.65","2.84","0.3","48.3","3.05"
87,"Produits laitiers","Lait concentré sucré, entier",328,"26.1","7.7","56.6","7.87","56.6",0,0,"5.17","1.99","0.27",0,0,0,0,0,34,"0.21",290,"0.013","0.19","25.2",220,371,"85.2","0.96",73,14,"0.2","0.16","0.6",0,"2.6","0.09","1.11","0.21","2.28","0.051",40,"1.97"
88,"Produits laitiers","Yaourt, lait fermenté ou spécialité laitière, aromatisé, sucré","87.8","80.2","3.42","11.9","2.6","11.8","0.16","0.17","1.75","0.4","0.041","0.38","0.03","0.011","0.005","0.005","8.6","0.15",120,"0.1","0.1","10.9",86,140,"50.9","0.4",26,13,"0.76","0.041",0,0,"0.5","0.17","0.22","0.13","0.9","0.05",20,"0.18"
